"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that an application can request additional databases using the same interface.","29759","test_an_application_can_request_multiple_databases","tests.integration.relation_tests","Thu Jan 02 01:52:56 UTC 2025","passed","Thu Jan 02 01:53:25 UTC 2025","","test_charm_relations","",""
"Test that in general, there is no change when password validation fails.","3313","test_no_password_change_on_invalid_password","tests.integration","Thu Jan 02 01:56:19 UTC 2025","passed","Thu Jan 02 01:56:22 UTC 2025","","test_charm","",""
"","53964","test_freeze_db_process","tests.integration.ha_tests","Thu Jan 02 01:56:14 UTC 2025","passed","Thu Jan 02 01:57:08 UTC 2025","","test_ha","",""
"","0","test_shards_cannot_run_backup_actions","tests.integration.backup_tests","Thu Jan 02 01:46:15 UTC 2025","skipped","Thu Jan 02 01:46:15 UTC 2025","","test_sharding_backups","",""
"Verifies that when the cluster is formed the client users are removed.

    Since mongos-k8s router supports multiple users, we expect that the removal of this
    integration will result in the removal of the mongos-k8s admin users and all of its clients.
    ","33959","test_disconnect_from_cluster_removes_user","tests.integration.sharding_tests","Thu Jan 02 01:46:31 UTC 2025","passed","Thu Jan 02 01:47:05 UTC 2025","","test_mongos","",""
"Test verifies that the monitor user can perform operations such as 'rs.conf()'.","1937","test_monitor_user","tests.integration","Thu Jan 02 01:55:53 UTC 2025","passed","Thu Jan 02 01:55:55 UTC 2025","","test_charm","",""
"With writes in the DB test creating a backup while another one is running.

    Note that before creating the second backup we change the bucket and change the s3 storage
    from AWS to GCP. This test verifies that the first backup in AWS is made, the second backup
    in GCP is made, and that before the second backup is made that pbm correctly resyncs.
    ","1110976","test_multi_backup","tests.integration.backup_tests","Thu Jan 02 01:52:32 UTC 2025","passed","Thu Jan 02 02:11:03 UTC 2025","","test_backups","",""
"Verifies that using a replica as a config-server fails.","22656","test_replication_shard_relation","tests.integration.sharding_tests","Thu Jan 02 01:44:38 UTC 2025","passed","Thu Jan 02 01:45:01 UTC 2025","","test_sharding_relations","",""
"Build and deploy a sharded cluster.","98940","test_build_and_deploy","tests.integration.upgrades","Thu Jan 02 01:40:32 UTC 2025","passed","Thu Jan 02 01:42:11 UTC 2025","","test_rollback","",""
"Build the charm-under-test and deploy it to the model.

    Assert that the application is active and the replica set is healthy.
    ","75023","test_build_and_deploy","tests.integration","Thu Jan 02 01:40:33 UTC 2025","passed","Thu Jan 02 01:41:48 UTC 2025","","test_teardown","",""
"","10180","test_create_and_list_backups","tests.integration.backup_tests","Thu Jan 02 01:52:19 UTC 2025","passed","Thu Jan 02 01:52:29 UTC 2025","","test_backups","",""
"Verifies that the charm goes into blocked status when s3 config options are incorrect.","73588","test_blocked_incorrect_conf","tests.integration.backup_tests","Thu Jan 02 01:44:52 UTC 2025","passed","Thu Jan 02 01:46:06 UTC 2025","","test_backups","",""
"Test basic functionality of database relation interface.","48447","test_database_relation_with_charm_libraries","tests.integration.relation_tests","Thu Jan 02 01:42:34 UTC 2025","passed","Thu Jan 02 01:43:22 UTC 2025","","test_charm_relations","",""
"","18133","test_upgrade_password_change_fail","tests.integration.upgrades","Thu Jan 02 01:51:48 UTC 2025","passed","Thu Jan 02 01:52:07 UTC 2025","","test_upgrades","",""
"Verifies charm goes into active status when s3 config and creds options are correct.","372652","test_ready_correct_conf","tests.integration.backup_tests","Thu Jan 02 01:46:06 UTC 2025","passed","Thu Jan 02 01:52:19 UTC 2025","","test_backups","",""
"Build and deploy three units of MongoDB and one unit of TLS.","136284","test_build_and_deploy","tests.integration.tls_tests","Thu Jan 02 01:41:05 UTC 2025","passed","Thu Jan 02 01:43:21 UTC 2025","","test_tls","",""
"Verifies that when the cluster is formed a new user is created.","226404","test_connect_to_cluster_creates_user","tests.integration.sharding_tests","Thu Jan 02 01:42:44 UTC 2025","passed","Thu Jan 02 01:46:31 UTC 2025","","test_mongos","",""
"Verifies that after changing the backup password the pbm tool is updated and functional.","192462","test_update_backup_password","tests.integration.backup_tests","Thu Jan 02 02:27:17 UTC 2025","passed","Thu Jan 02 02:30:30 UTC 2025","","test_backups","",""
"Build and deploy a sharded cluster.","176334","test_build_and_deploy","tests.integration.tls_tests","Thu Jan 02 01:40:45 UTC 2025","passed","Thu Jan 02 01:43:42 UTC 2025","","test_sharding_tls","",""
"Verify that sharding components cannot use the DB relation.","27369","test_cannot_use_db_relation","tests.integration.sharding_tests","Thu Jan 02 01:43:45 UTC 2025","passed","Thu Jan 02 01:44:12 UTC 2025","","test_sharding_relations","",""
"Verifies connecting a replica to a mongos router fails.","0","test_replication_mongos_relation","tests.integration.sharding_tests","Thu Jan 02 01:45:01 UTC 2025","skipped","Thu Jan 02 01:45:01 UTC 2025","","test_sharding_relations","",""
"Verify that endpoints still function correctly after the monitor user password changes.","29976","test_endpoints_new_password","tests.integration.metrics_tests","Thu Jan 02 01:42:26 UTC 2025","passed","Thu Jan 02 01:42:56 UTC 2025","","test_metrics","",""
"","104059","test_restore_new_cluster[GCP]","tests.integration.backup_tests","Thu Jan 02 02:25:31 UTC 2025","broken","Thu Jan 02 02:27:15 UTC 2025","","test_backups","",""
"Tests that the cluster can be integrated with TLS.","687468","test_tls_then_build_cluster","tests.integration.tls_tests","Thu Jan 02 01:58:55 UTC 2025","passed","Thu Jan 02 02:10:23 UTC 2025","","test_sharding_tls","",""
"Verify unique clusters do not share DBs.","115165","test_unique_cluster_dbs","tests.integration.ha_tests","Thu Jan 02 01:53:15 UTC 2025","passed","Thu Jan 02 01:55:10 UTC 2025","","test_ha","",""
"","30","test_application_is_up[1]","tests.integration","Thu Jan 02 01:42:53 UTC 2025","passed","Thu Jan 02 01:42:53 UTC 2025","","test_charm","",""
"","119","test_application_is_up[0]","tests.integration","Thu Jan 02 01:42:53 UTC 2025","passed","Thu Jan 02 01:42:53 UTC 2025","","test_charm","",""
"Verify rotating tls private keys restarts mongod with new certificates.

    This test rotates tls private keys to randomly generated keys.
    ","146959","test_rotate_tls_key","tests.integration.tls_tests","Thu Jan 02 01:44:23 UTC 2025","passed","Thu Jan 02 01:46:50 UTC 2025","","test_tls","",""
"","248208","test_rollback","tests.integration.upgrades","Thu Jan 02 01:42:11 UTC 2025","passed","Thu Jan 02 01:46:20 UTC 2025","","test_rollback","",""
"Build and deploy three units of MongoDB and one test unit.","166346","test_build_and_deploy","tests.integration.ha_tests","Thu Jan 02 01:40:33 UTC 2025","passed","Thu Jan 02 01:43:19 UTC 2025","","test_ha","",""
"Build and deploy a sharded cluster.","141899","test_build_and_deploy","tests.integration.sharding_tests","Thu Jan 02 01:40:52 UTC 2025","passed","Thu Jan 02 01:43:14 UTC 2025","","test_sharding_relations","",""
"Build and deploy a sharded cluster.","303472","test_build_and_deploy","tests.integration.sharding_tests","Thu Jan 02 01:40:31 UTC 2025","passed","Thu Jan 02 01:45:34 UTC 2025","","test_sharding","",""
"Verifies connecting a shard to a mongos router fails.","0","test_shard_mongos_relation","tests.integration.sharding_tests","Thu Jan 02 01:45:01 UTC 2025","skipped","Thu Jan 02 01:45:01 UTC 2025","","test_sharding_relations","",""
"Tests that sharded cluster can successfully create and list backups.","4112","test_create_and_list_backups_in_cluster","tests.integration.backup_tests","Thu Jan 02 01:46:10 UTC 2025","broken","Thu Jan 02 01:46:15 UTC 2025","","test_sharding_backups","",""
"Verifies integrating a shard to s3-integrator fails.","2268","test_shard_s3_relation","tests.integration.sharding_tests","Thu Jan 02 01:45:01 UTC 2025","passed","Thu Jan 02 01:45:03 UTC 2025","","test_sharding_relations","",""
